Gruppo patologie: Dati di prevalenza Ipertensione
Genere: Maschi
Classi età: 65-69
Indicatore: Numero assoluto
Anni¹: 2022


AREA;2022
LAZIO;80064
ROMA;34916
ASL Roma 1;11852
ASL Roma 2;16806
ASL Roma 3;7187
ASL Roma 4;4441
ASL Roma 5;7486
ASL Roma 6;8171
ASL Frosinone;8300
ASL Latina;8428
ASL Rieti;2588
ASL Viterbo;4805

DISTRETTO;2022

ASL Roma 1, Distretto 01;1855
ASL Roma 1, Distretto 02;1862
ASL Roma 1, Distretto 03;2595
ASL Roma 1, Distretto 13;1588
ASL Roma 1, Distretto 14;2298
ASL Roma 1, Distretto 15;1654
ASL Roma 2, Distretto 04;2608
ASL Roma 2, Distretto 05;3083
ASL Roma 2, Distretto 06;3289
ASL Roma 2, Distretto 07;3900
ASL Roma 2, Distretto 08;1589
ASL Roma 2, Distretto 09;2337
ASL Roma 3, Municipio X;2843
ASL Roma 3, Municipio XI;1781
ASL Roma 3, Municipio XII;1634
ASL Roma 3, Fiumicino;929
ASL Roma 4, Distretto F1;1139
ASL Roma 4, Distretto F2;1043
ASL Roma 4, Distretto F3;769
ASL Roma 4, Distretto F4;1490
ASL Roma 5, Distretto G1-Mentana-Monterotondo;1353
ASL Roma 5, Distretto G2-Guidonia;1790
ASL Roma 5, Distretto G3-Tivoli;1325
ASL Roma 5, Distretto G4-Subiaco;583
ASL Roma 5, Distretto G5-Palestrina;1229
ASL Roma 5, Distretto G6-Colleferro;1206
ASL Roma 6, Distretto H1;1465
ASL Roma 6, Distretto H2;1623
ASL Roma 6, Distretto H3;1092
ASL Roma 6, Distretto H4;1491
ASL Roma 6, Distretto H5;1007
ASL Roma 6, Distretto H6;1493
ASL Viterbo, Distretto A;1588
ASL Viterbo, Distretto B;1283
ASL Viterbo, Distretto C;1934
ASL Rieti, Distretto 1-Rieti-Antrodoco-SElpidio;1605
ASL Rieti, Distretto 2 - Salario-Mirtense;983
ASL Latina, Distretto 1 - Aprilia-Cisterna;1843
ASL Latina, Distretto 2 - Latina;2407
ASL Latina, Distretto 3 - Monti Lepini;755
ASL Latina, Distretto 4 - Fondi-Terracina;1617
ASL Latina, Distretto 5 - Formia-Gaeta;1806
ASL Frosinone, Distretto A - Alatri-Anagni;1450
ASL Frosinone, Distretto B - Frosinone;3014
ASL Frosinone, Distretto C - Sora;1722
ASL Frosinone, Distretto D - Cassino - Pontecorvo;2114

COMUNE;2022
Accumoli;13
Acquafondata;7
Acquapendente;78
Acuto;40
Affile;31
Agosta;36
Alatri;428
Albano Laziale;570
Allumiere;72
Alvito;45
Amaseno;80
Amatrice;44
Anagni;348
Anguillara Sabazia;265
Anticoli Corrado;15
Antrodoco;61
Anzio;782
Aprilia;1089
Aquino;101
Arce;102
Arcinazzo Romano;28
Ardea;665
Ariccia;283
Arlena Di Castro;19
Arnara;46
Arpino;153
Arsoli;30
Artena;227
Ascrea;(*)
Atina;73
Ausonia;50
Bagnoregio;72
Barbarano Romano;23
Bassano In Teverina;29
Bassano Romano;81
Bassiano;22
Bellegra;51
Belmonte Castello;11
Belmonte In Sabina;7
Blera;46
Bolsena;58
Bomarzo;28
Borbona;10
Borgo Velino;23
Borgorose;89
Boville Ernica;150
Bracciano;229
Broccostella;43
Calcata;21
Camerata Nuova;12
Campagnano Di Roma;154
Campodimele;20
Campoli Appennino;27
Canale Monterano;67
Canepina;51
Canino;77
Cantalice;48
Cantalupo In Sabina;19
Canterano;7
Capena;118
Capodimonte;37
Capranica;94
Capranica Prenestina;(*)
Caprarola;99
Carbognano;39
Carpineto Romano;71
Casalattico;8
Casalvieri;39
Casape;13
Casaprota;12
Casperia;5
Cassino;583
Castel Di Tora;(*)
Castel Gandolfo;124
Castel Madama;115
Castel San Pietro Romano;19
Castel Sant'Angelo;15
Castel Sant'Elia;33
Castelforte;97
Castelliri;64
Castelnuovo Di Farfa;25
Castelnuovo Di Porto;134
Castelnuovo Parano;22
Castiglione In Teverina;32
Castro Dei Volsci;101
Castrocielo;67
Cave;153
Ceccano;424
Celleno;22
Cellere;27
Ceprano;158
Cerreto Laziale;22
Cervara Di Roma;7
Cervaro;144
Cerveteri;531
Ciampino;534
Ciciliano;23
Cineto Romano;11
Cisterna Di Latina;567
Cittaducale;101
Cittareale;10
Civita Castellana;259
Civitavecchia;705
Civitella D'Agliano;34
Civitella San Paolo;30
Colfelice;37
Collalto Sabino;9
Colle Di Tora;5
Colle San Magno;16
Colleferro;329
Collegiove;(*)
Collepardo;14
Collevecchio;25
Colli Sul Velino;4
Colonna;70
