Gruppo patologie: Dati di prevalenza Ipertensione
Genere: Femmine
Classi età: 80-84
Indicatore: Numero assoluto
Anni¹: 2022


AREA;2022
LAZIO;89377
ROMA;46306
ASL Roma 1;16370
ASL Roma 2;20906
ASL Roma 3;9928
ASL Roma 4;4402
ASL Roma 5;6707
ASL Roma 6;7701
ASL Frosinone;7439
ASL Latina;8347
ASL Rieti;2705
ASL Viterbo;4872

DISTRETTO;2022

ASL Roma 1, Distretto 01;2493
ASL Roma 1, Distretto 02;2669
ASL Roma 1, Distretto 03;3611
ASL Roma 1, Distretto 13;2274
ASL Roma 1, Distretto 14;3100
ASL Roma 1, Distretto 15;2223
ASL Roma 2, Distretto 04;3050
ASL Roma 2, Distretto 05;4332
ASL Roma 2, Distretto 06;3012
ASL Roma 2, Distretto 07;5350
ASL Roma 2, Distretto 08;2567
ASL Roma 2, Distretto 09;2595
ASL Roma 3, Municipio X;3455
ASL Roma 3, Municipio XI;2895
ASL Roma 3, Municipio XII;2680
ASL Roma 3, Fiumicino;898
ASL Roma 4, Distretto F1;1225
ASL Roma 4, Distretto F2;1082
ASL Roma 4, Distretto F3;745
ASL Roma 4, Distretto F4;1350
ASL Roma 5, Distretto G1-Mentana-Monterotondo;1125
ASL Roma 5, Distretto G2-Guidonia;1604
ASL Roma 5, Distretto G3-Tivoli;1223
ASL Roma 5, Distretto G4-Subiaco;515
ASL Roma 5, Distretto G5-Palestrina;1043
ASL Roma 5, Distretto G6-Colleferro;1197
ASL Roma 6, Distretto H1;1353
ASL Roma 6, Distretto H2;1489
ASL Roma 6, Distretto H3;1237
ASL Roma 6, Distretto H4;1259
ASL Roma 6, Distretto H5;941
ASL Roma 6, Distretto H6;1422
ASL Viterbo, Distretto A;1762
ASL Viterbo, Distretto B;1390
ASL Viterbo, Distretto C;1720
ASL Rieti, Distretto 1-Rieti-Antrodoco-SElpidio;1749
ASL Rieti, Distretto 2 - Salario-Mirtense;956
ASL Latina, Distretto 1 - Aprilia-Cisterna;1718
ASL Latina, Distretto 2 - Latina;2573
ASL Latina, Distretto 3 - Monti Lepini;883
ASL Latina, Distretto 4 - Fondi-Terracina;1543
ASL Latina, Distretto 5 - Formia-Gaeta;1630
ASL Frosinone, Distretto A - Alatri-Anagni;1250
ASL Frosinone, Distretto B - Frosinone;2823
ASL Frosinone, Distretto C - Sora;1712
ASL Frosinone, Distretto D - Cassino - Pontecorvo;1654

COMUNE;2022
Accumoli;16
Acquafondata;6
Acquapendente;111
Acuto;30
Affile;20
Agosta;27
Alatri;378
Albano Laziale;574
Allumiere;72
Alvito;52
Amaseno;60
Amatrice;41
Anagni;284
Anguillara Sabazia;248
Anticoli Corrado;18
Antrodoco;57
Anzio;745
Aprilia;973
Aquino;88
Arce;117
Arcinazzo Romano;29
Ardea;514
Ariccia;288
Arlena Di Castro;10
Arnara;33
Arpino;141
Arsoli;25
Artena;206
Ascrea;4
Atina;86
Ausonia;37
Bagnoregio;68
Barbarano Romano;19
Bassano In Teverina;18
Bassano Romano;78
Bassiano;31
Bellegra;46
Belmonte Castello;9
Belmonte In Sabina;8
Blera;55
Bolsena;77
Bomarzo;20
Borbona;10
Borgo Velino;14
Borgorose;64
Boville Ernica;130
Bracciano;274
Broccostella;45
Calcata;16
Camerata Nuova;9
Campagnano Di Roma;142
Campodimele;10
Campoli Appennino;33
Canale Monterano;46
Canepina;47
Canino;93
Cantalice;51
Cantalupo In Sabina;31
Canterano;7
Capena;109
Capodimonte;41
Capranica;91
Capranica Prenestina;4
Caprarola;92
Carbognano;28
Carpineto Romano;95
Casalattico;5
Casalvieri;37
Casape;15
Casaprota;13
Casperia;(*)
Cassino;516
Castel Di Tora;6
Castel Gandolfo;130
Castel Madama;94
Castel San Pietro Romano;9
Castel Sant'Angelo;23
Castel Sant'Elia;31
Castelforte;72
Castelliri;48
Castelnuovo Di Farfa;14
Castelnuovo Di Porto;120
Castelnuovo Parano;18
Castiglione In Teverina;31
Castro Dei Volsci;77
Castrocielo;49
Cave;119
Ceccano;358
Celleno;17
Cellere;28
Ceprano;142
Cerreto Laziale;17
Cervara Di Roma;7
Cervaro;98
Cerveteri;517
Ciampino;642
Ciciliano;15
Cineto Romano;17
Cisterna Di Latina;518
Cittaducale;107
Cittareale;12
Civita Castellana;263
Civitavecchia;790
Civitella D'Agliano;27
Civitella San Paolo;35
Colfelice;25
Collalto Sabino;12
Colle Di Tora;9
Colle San Magno;12
Colleferro;380
Collegiove;(*)
Collepardo;19
Collevecchio;28
Colli Sul Velino;4
Colonna;54
Concerviano;8
Configni;(*)
Contigliano;56
Corchiano;55
Coreno Ausonio;16
Cori;203
Cottanello;4
Esperia;45
Fabrica Di Roma;98
Faleria;24
Falvaterra;12
Fara In Sabina;166
Farnese;34
Ferentino;286
Fiamignano;24
Fiano Romano;131
Filacciano;14
Filettino;12
Fiuggi;135
Fiumicino;898
Fondi;472
Fontana Liri;39
Fonte Nuova;358
Fontechiari;23
Forano;60
Formello;178
Formia;566
Frascati;365
Frasso Sabino;9
Frosinone;769
Fumone;39
Gaeta;365
Gallese;45
Gallicano Nel Lazio;66
Gallinaro;17
Gavignano;19
Genazzano;105
Genzano Di Roma;358
Gerano;16
Giuliano Di Roma;46
Gorga;15
Gradoli;39
Graffignano;45
Greccio;29
Grottaferrata;353
Grotte Di Castro;44
Guarcino;29
Guidonia Montecelio;1087
Ischia Di Castro;52
Isola Del Liri;229
Itri;124
Jenne;6
Labico;88
Labro;6
Ladispoli;565
Lanuvio;122
Lariano;175
Latera;17
Latina;1924
Lenola;74
Leonessa;46
Licenza;10
Longone Sabino;16
Lubriano;7
Maenza;49
Magliano Romano;15
Magliano Sabina;63
Mandela;15
Manziana;105
Marano Equo;20
Marcellina;94
Marcetelli;4
Marino;595
Marta;59
Mazzano Romano;39
Mentana;233
Micigliano;(*)
Minturno;307
Mompeo;11
Montalto Di Castro;151
Montasola;4
Monte Porzio Catone;120
Monte Romano;38
Monte San Biagio;88
Monte San Giovanni Campano;182
Monte San Giovanni In Sabina;15
Montebuono;20
Montecompatri;133
Montefiascone;205
Monteflavio;34
Montelanico;31
Monteleone Sabino;21
Montelibretti;102
Montenero Sabino;4
Monterosi;44
Monterotondo;534
Montopoli Di Sabina;57
Montorio Romano;21
Moricone;34
Morlupo;119
Morolo;53
Morro Reatino;8
Nazzano;20
Nemi;17
Nepi;118
Nerola;18
Nespolo;(*)
Nettuno;677
Norma;63
Olevano Romano;87
Onano;18
Oriolo Romano;52
Orte;136
Orvinio;6
Paganico;4
Palestrina;291
Paliano;102
Palombara Sabina;156
Pastena;25
Patrica;49
Percile;7
Pescorocchiano;51
Pescosolido;23
Petrella Salto;29
Piansano;37
Picinisco;22
Pico;38
Piedimonte San Germano;64
Piglio;87
Pignataro Interamna;27
Pisoniano;17
Pofi;70
Poggio Bustone;35
Poggio Catino;21
Poggio Mirteto;112
Poggio Moiano;54
Poggio Nativo;42
Poggio San Lorenzo;6
Poli;30
Pomezia;745
Pontecorvo;178
Pontinia;208
Ponza;49
Ponzano Romano;12
Posta;8
Posta Fibreno;28
Pozzaglia Sabino;5
Priverno;231
Proceno;12
Prossedi;9
Riano;112
