Argomento: Popolazione
Classi età: 0-4
Genere: Maschi
Anni¹: 2022


;2022
Salisano;8
Sambuci;15
San Biagio Saracinisco;4
San Cesareo;370
San Donato Val Di Comino;28
San Felice Circeo;184
San Giorgio A Liri;68
San Giovanni Incarico;46
San Gregorio Da Sassola;24
San Lorenzo Nuovo;26
San Polo Dei Cavalieri;52
San Vito Romano;46
San Vittore Del Lazio;40
Sant'Ambrogio Sul Garigliano;13
Sant'Andrea Del Garigliano;14
Sant'Angelo Romano;78
Sant'Apollinare;27
Sant'Elia Fiumerapido;97
Sant'Oreste;65
Santa Marinella;301
Santi Cosma E Damiano;143
Santopadre;19
Saracinesco;2
Scandriglia;60
Segni;138
Selci;19
Sermoneta;259
Serrone;63
Settefrati;11
Sezze;471
Sgurgola;38
Sonnino;150
Sora;447
Soriano Nel Cimino;134
Sperlonga;45
Spigno Saturnia;36
Stimigliano;47
Strangolagalli;37
Subiaco;139
Supino;90
Sutri;107
Tarano;14
Tarquinia;257
Terelle;3
Terracina;783
Tessennano;3
Tivoli;1027
Toffia;22
Tolfa;77
Torre Cajetani;24
Torri In Sabina;20
Torrice;99
Torricella In Sabina;22
Torrita Tiberina;29
Trevi Nel Lazio;16
Trevignano Romano;99
Trivigliano;23
Turania;1
Tuscania;116
Vacone;1
Valentano;51
Vallecorsa;35
Vallemaio;21
Vallepietra;0
Vallerano;39
Vallerotonda;17
Vallinfreda;2
Valmontone;351
Varco Sabino;4
Vasanello;85
Vejano;37
Velletri;962
Ventotene;12
Veroli;382
Vetralla;249
Vicalvi;14
Vico Nel Lazio;38
Vicovaro;68
Vignanello;67
Villa Latina;23
Villa San Giovanni In Tuscia;22
Villa Santa Lucia;53
Villa Santo Stefano;37
Viterbo;1109
Viticuso;0
Vitorchiano;111
Vivaro Romano;2
Zagarolo;400

Fonte www.opensalutelazio.it
