Gruppo patologie: Dati di prevalenza Ipertensione;
Genere: Maschi;
Classi età: 60-64;
Indicatore: Numero assoluto;
Anni¹: 2022;
genere;man
classi_eta;"""60-64"""
AREA;2022
LAZIO;73636
ROMA;32653
ASL Roma 1;11052
ASL Roma 2;15785
ASL Roma 3;6782
ASL Roma 4;4187
ASL Roma 5;7108
ASL Roma 6;7597
ASL Frosinone;7206
ASL Latina;7471
ASL Rieti;2296
ASL Viterbo;4152
;
DISTRETTO;2022
;
ASL Roma 1, Distretto 01;1627
ASL Roma 1, Distretto 02;1553
ASL Roma 1, Distretto 03;2371
ASL Roma 1, Distretto 13;1552
ASL Roma 1, Distretto 14;2314
ASL Roma 1, Distretto 15;1635
ASL Roma 2, Distretto 04;2337
ASL Roma 2, Distretto 05;3041
ASL Roma 2, Distretto 06;3274
ASL Roma 2, Distretto 07;3479
ASL Roma 2, Distretto 08;1502
ASL Roma 2, Distretto 09;2152
ASL Roma 3, Municipio X;2641
ASL Roma 3, Municipio XI;1670
ASL Roma 3, Municipio XII;1505
ASL Roma 3, Fiumicino;966
ASL Roma 4, Distretto F1;940
ASL Roma 4, Distretto F2;1087
ASL Roma 4, Distretto F3;738
ASL Roma 4, Distretto F4;1422
ASL Roma 5, Distretto G1-Mentana-Monterotondo;1226
ASL Roma 5, Distretto G2-Guidonia;1807
ASL Roma 5, Distretto G3-Tivoli;1223
ASL Roma 5, Distretto G4-Subiaco;511
ASL Roma 5, Distretto G5-Palestrina;1175
ASL Roma 5, Distretto G6-Colleferro;1166
ASL Roma 6, Distretto H1;1198
ASL Roma 6, Distretto H2;1396
ASL Roma 6, Distretto H3;1075
ASL Roma 6, Distretto H4;1516
ASL Roma 6, Distretto H5;971
ASL Roma 6, Distretto H6;1441
ASL Viterbo, Distretto A;1336
ASL Viterbo, Distretto B;1167
ASL Viterbo, Distretto C;1649
ASL Rieti, Distretto 1-Rieti-Antrodoco-SElpidio;1425
ASL Rieti, Distretto 2 - Salario-Mirtense;871
ASL Latina, Distretto 1 - Aprilia-Cisterna;1644
ASL Latina, Distretto 2 - Latina;2092
ASL Latina, Distretto 3 - Monti Lepini;798
ASL Latina, Distretto 4 - Fondi-Terracina;1458
ASL Latina, Distretto 5 - Formia-Gaeta;1479
ASL Frosinone, Distretto A - Alatri-Anagni;1324
