Gruppo patologie: Dati di prevalenza Ipertensione;
Genere: Femmine;
Classi età: 75-79;
Indicatore: Numero assoluto;
Anni¹: 2022;
genere;fem
classi_eta;"""75-79"""
AREA;2022
LAZIO;89238
ROMA;43950
ASL Roma 1;15407
ASL Roma 2;19812
ASL Roma 3;9716
ASL Roma 4;4884
ASL Roma 5;7156
ASL Roma 6;8447
ASL Frosinone;7646
ASL Latina;8613
ASL Rieti;2556
ASL Viterbo;5001
;
DISTRETTO;2022
;
ASL Roma 1, Distretto 01;2368
ASL Roma 1, Distretto 02;2400
ASL Roma 1, Distretto 03;3456
ASL Roma 1, Distretto 13;2053
ASL Roma 1, Distretto 14;3031
ASL Roma 1, Distretto 15;2099
ASL Roma 2, Distretto 04;3081
ASL Roma 2, Distretto 05;3784
ASL Roma 2, Distretto 06;3155
ASL Roma 2, Distretto 07;4917
ASL Roma 2, Distretto 08;2358
ASL Roma 2, Distretto 09;2517
ASL Roma 3, Municipio X;3547
ASL Roma 3, Municipio XI;2818
ASL Roma 3, Municipio XII;2366
ASL Roma 3, Fiumicino;985
ASL Roma 4, Distretto F1;1354
ASL Roma 4, Distretto F2;1179
ASL Roma 4, Distretto F3;895
ASL Roma 4, Distretto F4;1456
ASL Roma 5, Distretto G1-Mentana-Monterotondo;1319
ASL Roma 5, Distretto G2-Guidonia;1717
ASL Roma 5, Distretto G3-Tivoli;1283
ASL Roma 5, Distretto G4-Subiaco;504
ASL Roma 5, Distretto G5-Palestrina;1141
ASL Roma 5, Distretto G6-Colleferro;1192
ASL Roma 6, Distretto H1;1419
ASL Roma 6, Distretto H2;1620
ASL Roma 6, Distretto H3;1222
ASL Roma 6, Distretto H4;1490
ASL Roma 6, Distretto H5;1041
ASL Roma 6, Distretto H6;1655
ASL Viterbo, Distretto A;1720
ASL Viterbo, Distretto B;1456
ASL Viterbo, Distretto C;1825
ASL Rieti, Distretto 1-Rieti-Antrodoco-SElpidio;1659
ASL Rieti, Distretto 2 - Salario-Mirtense;897
ASL Latina, Distretto 1 - Aprilia-Cisterna;1720
ASL Latina, Distretto 2 - Latina;2640
ASL Latina, Distretto 3 - Monti Lepini;943
ASL Latina, Distretto 4 - Fondi-Terracina;1584
ASL Latina, Distretto 5 - Formia-Gaeta;1726
ASL Frosinone, Distretto A - Alatri-Anagni;1368
ASL Frosinone, Distretto B - Frosinone;2931
ASL Frosinone, Distretto C - Sora;1674
ASL Frosinone, Distretto D - Cassino - Pontecorvo;1673
;
COMUNE;2022
Accumoli;12
Acquafondata;(*)
Acquapendente;93
Acuto;20
Affile;27
Agosta;36
Alatri;369
Albano Laziale;585
Allumiere;65
Alvito;50
Amaseno;73
Amatrice;51
Anagni;355
Anguillara Sabazia;299
Anticoli Corrado;12
Antrodoco;25
Anzio;877
Aprilia;1005
Aquino;61
Arce;79
Arcinazzo Romano;12
Ardea;649
Ariccia;336
Arlena Di Castro;13
Arnara;47
Arpino;148
Arsoli;29
Artena;183
Ascrea;6
Atina;74
