Gruppo patologie: Dati di prevalenza Ipertensione;
Genere: Femmine;
Classi età: 55-59;
Indicatore: Numero assoluto;
Anni¹: 2022;
genere;fem
classi_eta;"""55-59"""
AREA;2022
LAZIO;50712
ROMA;22139
ASL Roma 1;7254
ASL Roma 2;10667
ASL Roma 3;4838
ASL Roma 4;2793
ASL Roma 5;4993
ASL Roma 6;5196
ASL Frosinone;5379
ASL Latina;5462
ASL Rieti;1608
ASL Viterbo;2522
;
DISTRETTO;2022
;
ASL Roma 1, Distretto 01;940
ASL Roma 1, Distretto 02;991
ASL Roma 1, Distretto 03;1543
ASL Roma 1, Distretto 13;1126
ASL Roma 1, Distretto 14;1593
ASL Roma 1, Distretto 15;1061
ASL Roma 2, Distretto 04;1568
ASL Roma 2, Distretto 05;2150
ASL Roma 2, Distretto 06;2374
ASL Roma 2, Distretto 07;2287
ASL Roma 2, Distretto 08;964
ASL Roma 2, Distretto 09;1324
ASL Roma 3, Municipio X;1974
ASL Roma 3, Municipio XI;1258
ASL Roma 3, Municipio XII;986
ASL Roma 3, Fiumicino;620
ASL Roma 4, Distretto F1;603
ASL Roma 4, Distretto F2;767
ASL Roma 4, Distretto F3;486
ASL Roma 4, Distretto F4;937
ASL Roma 5, Distretto G1-Mentana-Monterotondo;889
ASL Roma 5, Distretto G2-Guidonia;1245
ASL Roma 5, Distretto G3-Tivoli;857
ASL Roma 5, Distretto G4-Subiaco;350
ASL Roma 5, Distretto G5-Palestrina;810
ASL Roma 5, Distretto G6-Colleferro;842
ASL Roma 6, Distretto H1;825
ASL Roma 6, Distretto H2;951
ASL Roma 6, Distretto H3;736
ASL Roma 6, Distretto H4;1041
ASL Roma 6, Distretto H5;706
ASL Roma 6, Distretto H6;937
ASL Viterbo, Distretto A;759
ASL Viterbo, Distretto B;715
ASL Viterbo, Distretto C;1048
ASL Rieti, Distretto 1-Rieti-Antrodoco-SElpidio;1013
ASL Rieti, Distretto 2 - Salario-Mirtense;595
ASL Latina, Distretto 1 - Aprilia-Cisterna;1204
ASL Latina, Distretto 2 - Latina;1531
ASL Latina, Distretto 3 - Monti Lepini;608
ASL Latina, Distretto 4 - Fondi-Terracina;1016
ASL Latina, Distretto 5 - Formia-Gaeta;1103
ASL Frosinone, Distretto A - Alatri-Anagni;945
ASL Frosinone, Distretto B - Frosinone;1942
ASL Frosinone, Distretto C - Sora;1192
ASL Frosinone, Distretto D - Cassino - Pontecorvo;1300
;
COMUNE;2022
Accumoli;9
Acquafondata;6
Acquapendente;53
Acuto;19
Affile;18
Agosta;16
Alatri;329
Albano Laziale;345
Allumiere;41
Alvito;33
Amaseno;64
Amatrice;28
Anagni;218
Anguillara Sabazia;193
Anticoli Corrado;13
Antrodoco;32
Anzio;497
Aprilia;766
Aquino;61
Arce;59
Arcinazzo Romano;12
Ardea;445
Ariccia;169
Arlena Di Castro;8
Arnara;21
Arpino;93
Arsoli;20
Artena;157
Ascrea;5
Atina;52
Ausonia;38
Bagnoregio;26
