Gruppo patologie: Dati di prevalenza Ipertensione;
Genere: Maschi;
Classi età: 70-74;
Indicatore: Numero assoluto;
Anni¹: 2022;
genere;man
classi_eta;"""70-74"""
AREA;2022
LAZIO;86478
ROMA;37198
ASL Roma 1;12871
ASL Roma 2;17708
ASL Roma 3;7618
ASL Roma 4;4784
ASL Roma 5;7593
ASL Roma 6;8822
ASL Frosinone;9226
ASL Latina;9534
ASL Rieti;2948
ASL Viterbo;5374
;
DISTRETTO;2022
;
ASL Roma 1, Distretto 01;2162
ASL Roma 1, Distretto 02;1943
ASL Roma 1, Distretto 03;2715
ASL Roma 1, Distretto 13;1765
ASL Roma 1, Distretto 14;2484
ASL Roma 1, Distretto 15;1802
ASL Roma 2, Distretto 04;2799
ASL Roma 2, Distretto 05;3138
ASL Roma 2, Distretto 06;3255
ASL Roma 2, Distretto 07;4148
ASL Roma 2, Distretto 08;1868
ASL Roma 2, Distretto 09;2500
ASL Roma 3, Municipio X;3005
ASL Roma 3, Municipio XI;1897
ASL Roma 3, Municipio XII;1717
ASL Roma 3, Fiumicino;999
ASL Roma 4, Distretto F1;1274
ASL Roma 4, Distretto F2;1102
ASL Roma 4, Distretto F3;821
ASL Roma 4, Distretto F4;1587
ASL Roma 5, Distretto G1-Mentana-Monterotondo;1280
ASL Roma 5, Distretto G2-Guidonia;1859
ASL Roma 5, Distretto G3-Tivoli;1413
ASL Roma 5, Distretto G4-Subiaco;604
ASL Roma 5, Distretto G5-Palestrina;1188
ASL Roma 5, Distretto G6-Colleferro;1249
ASL Roma 6, Distretto H1;1532
ASL Roma 6, Distretto H2;1708
ASL Roma 6, Distretto H3;1215
ASL Roma 6, Distretto H4;1578
ASL Roma 6, Distretto H5;1085
ASL Roma 6, Distretto H6;1704
ASL Viterbo, Distretto A;1875
ASL Viterbo, Distretto B;1484
ASL Viterbo, Distretto C;2015
ASL Rieti, Distretto 1-Rieti-Antrodoco-SElpidio;1824
ASL Rieti, Distretto 2 - Salario-Mirtense;1124
ASL Latina, Distretto 1 - Aprilia-Cisterna;1913
ASL Latina, Distretto 2 - Latina;2893
ASL Latina, Distretto 3 - Monti Lepini;870
ASL Latina, Distretto 4 - Fondi-Terracina;1847
ASL Latina, Distretto 5 - Formia-Gaeta;2011
ASL Frosinone, Distretto A - Alatri-Anagni;1657
